,0
2022-12-14 10:21:32.628283,759.0
2022-12-14 10:21:32.629290,759.0
2022-12-15 10:21:32.629290,759.0
2022-12-15 10:21:32.629290,759.0
2022-12-16 10:21:32.629290,759.0
2022-12-16 10:21:32.629290,759.0
2022-12-17 10:21:32.629290,759.0
2022-12-18 10:21:32.629290,759.0
2022-12-18 10:21:32.629290,759.0
2022-12-19 10:21:32.629290,759.0
2022-12-19 10:21:32.629290,759.0
2022-12-20 10:21:32.629290,759.0
2022-12-20 10:21:32.629290,759.0
2022-12-21 10:21:32.629290,759.0
2022-12-22 10:21:32.629290,759.0
2022-12-22 10:21:32.629290,759.0
2022-12-23 10:21:32.629290,759.0
2022-12-23 10:21:32.629290,759.0
2022-12-24 10:21:32.629290,759.0
2022-12-24 10:21:32.629290,759.0
2022-12-25 10:21:32.629290,759.0
2022-12-26 10:21:32.629290,759.0
2022-12-26 10:21:32.629290,759.0
2022-12-27 10:21:32.629290,759.0
2022-12-27 10:21:32.629290,759.0
2022-12-28 10:21:32.630280,759.0
2022-12-28 10:21:32.630280,759.0
2022-12-29 10:21:32.630280,759.0
2022-12-30 10:21:32.630280,759.0
2022-12-30 10:21:32.630280,759.0
2022-12-31 10:21:32.630280,759.0
2022-12-31 10:21:32.630280,759.0
2023-01-01 10:21:32.630280,759.0
2023-01-01 10:21:32.630280,759.0
2023-01-02 10:21:32.630280,759.0
2023-01-03 10:21:32.630280,759.0
2023-01-03 10:21:32.630280,759.0
2023-01-04 10:21:32.630280,759.0
2023-01-04 10:21:32.630280,759.0
2023-01-05 10:21:32.630280,759.0
2023-01-06 10:21:32.630280,759.0
2023-01-06 10:21:32.630280,759.0
2023-01-07 10:21:32.630280,759.0
2023-01-07 10:21:32.630280,759.0
2023-01-08 10:21:32.630280,759.0
2023-01-08 10:21:32.630280,759.0
2023-01-09 10:21:32.630280,759.0
2023-01-10 10:21:32.630280,759.0
2023-01-10 10:21:32.631178,759.0
2023-01-11 10:21:32.631178,759.0
2023-01-11 10:21:32.631178,759.0
2023-01-12 10:21:32.631178,759.0
2023-01-12 10:21:32.631178,759.0
2023-01-13 10:21:32.631178,759.0
2023-01-14 10:21:32.631178,759.0
2023-01-14 10:21:32.631178,759.0
2023-01-15 10:21:32.631178,759.0
2023-01-15 10:21:32.631178,759.0
2023-01-16 10:21:32.631178,759.0
2023-01-16 10:21:32.631178,759.0
2023-01-17 10:21:32.631178,759.0
2023-01-18 10:21:32.631178,759.0
2023-01-18 10:21:32.631178,759.0
2023-01-19 10:21:32.631178,759.0
2023-01-19 10:21:32.631178,759.0
2023-01-20 10:21:32.631178,759.0
2023-01-20 10:21:32.631178,759.0
2023-01-21 10:21:32.631178,759.0
2023-01-22 10:21:32.631178,759.0
2023-01-22 10:21:32.631178,759.0
2023-01-23 10:21:32.631178,759.0
2023-01-23 10:21:32.631178,759.0
2023-01-24 10:21:32.631178,759.0
2023-01-25 10:21:32.632177,759.0
2023-01-25 10:21:32.632177,759.0
2023-01-26 10:21:32.632177,759.0
2023-01-26 10:21:32.632177,759.0
2023-01-27 10:21:32.632177,759.0
2023-01-27 10:21:32.632177,759.0
2023-01-28 10:21:32.632177,759.0
2023-01-29 10:21:32.632177,759.0
2023-01-29 10:21:32.632177,759.0
2023-01-30 10:21:32.632177,759.0
2023-01-30 10:21:32.632177,759.0
2023-01-31 10:21:32.632177,759.0
2023-01-31 10:21:32.632177,759.0
2023-02-01 10:21:32.632177,759.0
2023-02-02 10:21:32.632177,750.2509139072847
2023-02-02 10:21:32.632177,750.2509139072847
